AIRLINE_CODE,ORIGIN_CODE,Month_of_Travel,Predicted_Delay_Time,Cancellation_Probability
MQ,TXK,5,12.76349750361437,0.0
MQ,TXK,6,0.0,0.0
MQ,TXK,7,21.279778238917938,0.0
MQ,TXK,8,0.0,0.0
MQ,TXK,9,0.0,0.0
MQ,TXK,10,45.636616494616504,0.0
MQ,TXK,11,4.23436111111111,0.0
MQ,TXK,12,52.56252429514929,0.0
MQ,TYR,1,0.0,0.0
MQ,TYR,2,2.1291538216685275,0.0
MQ,TYR,3,8.528387374579326,0.0
MQ,TYR,4,0.0,0.0
MQ,TYR,5,0.0,0.0
MQ,TYR,6,12.493782862702346,0.0
MQ,TYR,7,0.0,0.0
MQ,TYR,8,14.741939466185862,0.0
MQ,TYR,9,0.0,0.0
MQ,TYR,10,25.854609704150334,0.0
MQ,TYR,11,0.36162497224997203,0.0
MQ,TYR,12,0.8330159562659558,0.0
MQ,TYS,1,0.0,0.0
MQ,TYS,2,2.677646343852227,0.0
MQ,TYS,3,12.457787269919622,0.0
MQ,TYS,4,6.726799167335931,0.0
MQ,TYS,5,9.610791003114532,0.0
MQ,TYS,6,0.0,0.0
MQ,TYS,7,0.49038684079825884,0.0
MQ,TYS,8,0.0,0.0
MQ,TYS,9,6.316055288665583,0.0
MQ,TYS,10,0.0,0.0
MQ,TYS,11,10.504849078166412,0.0
MQ,TYS,12,8.691969682278508,0.0
MQ,VPS,1,11.092784632034634,0.0
MQ,VPS,2,0.0,0.0
MQ,VPS,3,0.0,0.0
MQ,VPS,4,0.0,0.0
MQ,VPS,5,0.6988860930735931,0.0
MQ,VPS,6,24.07263095238095,0.0
MQ,VPS,7,0.0,0.0
MQ,VPS,8,0.0,0.0
MQ,VPS,9,0.0,0.0
MQ,VPS,10,0.0,0.0
MQ,VPS,11,0.0,0.0
MQ,VPS,12,11.627607683982687,0.0
MQ,XNA,1,7.512482869666645,0.0
MQ,XNA,2,23.079525542585557,0.0
MQ,XNA,3,31.194385415097486,0.0
MQ,XNA,4,11.972463730119324,0.0
MQ,XNA,5,3.9237101410105817,0.0
MQ,XNA,6,7.046589883023884,0.0
MQ,XNA,7,3.4982739460389083,0.0
MQ,XNA,8,8.12385906860952,0.0
MQ,XNA,9,2.7460870469326424,0.0
MQ,XNA,10,12.58097730276882,0.0
MQ,XNA,11,11.600451712878638,0.0
MQ,XNA,12,10.34526345577639,0.0
MQ,YUM,2,0.0,0.0
MQ,YUM,4,0.0,0.0
NK,ABQ,3,141.05086705752214,0.0
NK,ABQ,4,147.2439334136757,0.0
NK,ABQ,5,114.12330960965997,0.0
NK,ABQ,7,39.97534037057401,0.0
NK,ABQ,8,2.339648259080824,0.0
NK,ABQ,9,42.89153676176331,0.0
NK,ABQ,10,51.60371408557911,0.0
NK,ABQ,11,63.79406828237234,0.0
NK,ABQ,12,20.151110937601366,0.0
NK,ACY,1,0.0,0.0
NK,ACY,2,0.19912101826130918,0.0
NK,ACY,3,8.558786365508682,0.0
NK,ACY,4,18.682456422966457,0.0
NK,ACY,5,1.4421877880019645,0.0
NK,ACY,6,11.037799314822715,0.0
NK,ACY,7,10.018203600176946,0.0
NK,ACY,8,13.278865947561192,0.0
NK,ACY,9,0.0,0.0
NK,ACY,10,0.0,0.0
NK,ACY,11,0.0,0.0
NK,ACY,12,7.76515750774286,0.0
NK,ATL,1,11.915617954584107,0.0
NK,ATL,2,14.264803810493282,0.0
NK,ATL,3,18.026296689013638,0.0
NK,ATL,4,17.50067281695098,0.0
NK,ATL,5,15.951608919472443,0.0
NK,ATL,6,12.725462422335088,0.0
NK,ATL,7,18.42896268491112,0.0
NK,ATL,8,12.937765321687564,0.0
NK,ATL,9,9.16954843419177,0.0
NK,ATL,10,11.239673566003303,0.0
NK,ATL,11,13.464758207573317,0.0
NK,ATL,12,14.516169592088401,0.0
NK,AUS,1,17.147090398013955,0.0
NK,AUS,2,2.3746160867903643,0.0
NK,AUS,3,47.00594431307588,0.0
NK,AUS,4,9.298733847475726,0.0
NK,AUS,5,3.0811564218324694,0.0
NK,AUS,6,27.542892883977277,0.0
NK,AUS,7,25.703366382292717,0.0
NK,AUS,8,5.534341612203884,0.0
NK,AUS,9,0.0,0.0
NK,AUS,10,12.296934203534029,0.0
NK,AUS,11,6.475825632032144,0.0
NK,AUS,12,10.383072443006998,0.0
NK,AVL,1,0.0,0.0
NK,AVL,2,0.0,0.0
NK,AVL,3,0.0,0.0
NK,AVL,4,9.922718404874617,0.0
NK,AVL,5,0.0,0.0
NK,AVL,6,22.36707271057384,0.0
NK,AVL,7,92.466199378882,0.0
NK,AVL,8,12.26473642156199,0.0
NK,AVL,9,0.0,0.0
NK,AVL,10,0.0,0.0
NK,AVL,11,2.560141774891774,0.0
NK,AVL,12,5.194971728974682,0.0
NK,BDL,1,0.0,0.0
NK,BDL,2,19.34006247369463,0.0
NK,BDL,3,15.626423821936049,0.0
NK,BDL,4,15.438818497756111,0.0
NK,BDL,5,0.0,0.0
NK,BDL,6,6.420013942350669,0.0
NK,BDL,7,8.076434129172732,0.0
NK,BDL,8,5.64972715138593,0.0
NK,BDL,9,5.6390015540015535,0.0
NK,BDL,10,0.0,0.0
NK,BDL,11,1.6313903718550025,0.0
NK,BDL,12,4.251829004329003,0.0
NK,BNA,1,14.128103048864926,0.0
NK,BNA,2,6.191275073057075,0.0
NK,BNA,3,10.513500476494654,0.0
NK,BNA,4,21.82668417512999,0.0
NK,BNA,5,20.17953034258483,0.0
NK,BNA,6,34.1471903649372,0.0
NK,BNA,7,9.564856221268448,0.0
NK,BNA,8,3.8431648364566935,0.0
NK,BNA,9,25.831710688962563,0.0
NK,BNA,10,0.20413984102412897,0.0
NK,BNA,11,4.274321433185351,0.0
NK,BNA,12,46.18301905819723,0.0
NK,BOI,1,0.0,0.0
NK,BOI,2,2.2968306617935488,0.0
NK,BOI,3,48.19016756848305,0.0
NK,BOI,4,16.63653691957229,0.0
NK,BOI,5,78.0985202679255,0.0
NK,BOI,6,179.98521446000706,0.0
NK,BOI,7,74.85470583005802,0.0
NK,BOI,8,47.91089481586125,0.0
NK,BOI,10,24.22249280973945,0.0
NK,BOI,12,24.190769452996413,0.0
NK,BOS,1,21.568687801888515,0.0
NK,BOS,2,9.504860095718824,0.0
NK,BOS,3,16.53027265427244,0.0
NK,BOS,4,14.404112624291288,0.0
NK,BOS,5,8.141094769233801,0.0
NK,BOS,6,28.270864941799044,0.0
NK,BOS,7,16.610701796305644,0.0
NK,BOS,8,17.433344676506017,0.0
NK,BOS,9,2.8065397163315087,0.0
NK,BOS,10,9.438057580738391,0.0
NK,BOS,11,5.27906825968667,0.0
NK,BOS,12,12.825018612473878,0.0
NK,BQN,1,10.400099664224665,0.0
NK,BQN,2,41.900268564768545,0.0
NK,BQN,3,1.8453130511463842,0.0
NK,BQN,4,4.191689962814963,0.0
NK,BQN,5,119.77963111888113,0.0
NK,BQN,6,10.260920995670995,0.0
NK,BQN,7,26.579439251317158,0.0
NK,BQN,8,38.64348448773449,0.0
NK,BQN,9,0.0,0.0
NK,BQN,10,0.0,0.0
NK,BQN,11,0.03664285714285719,0.0
NK,BQN,12,5.026525252525253,0.0
NK,BUR,1,0.0,0.0
NK,BUR,2,0.0,0.0
NK,BUR,3,32.14726773409773,0.0
NK,BUR,4,11.221162143412144,0.0
NK,BUR,5,56.80283000090445,0.0
NK,BUR,6,2.340845238095238,0.0
NK,BUR,7,0.0,0.0
NK,BUR,8,8.329769841269838,0.0
NK,BUR,9,6.8262662337662325,0.0
NK,BUR,10,0.0,0.0
NK,BUR,11,0.0,0.0
NK,BUR,12,9.33403571428571,0.0
NK,BWI,1,8.850925632662719,0.0
NK,BWI,2,11.050548674094859,0.0
NK,BWI,3,4.953140740372186,0.0
NK,BWI,4,8.129039494435206,0.0
NK,BWI,5,9.942001317702243,0.0
NK,BWI,6,30.35899252078691,0.0
NK,BWI,7,23.227891526366278,0.0
NK,BWI,8,19.871417914525807,0.0
NK,BWI,9,5.1081344591936,0.0
NK,BWI,10,6.1211687534342705,0.0
NK,BWI,11,6.523457510445404,0.0
NK,BWI,12,7.5104704144419765,0.0
NK,CAK,1,0.0,0.0
NK,CAK,2,49.12210113035114,0.0
NK,CAK,3,17.673626984126983,0.0
NK,CAK,4,7.896976959421043,0.0
NK,CAK,5,0.0,0.0
NK,CAK,6,30.01125204019661,0.0
NK,CAK,7,67.71811562180818,0.0
NK,CAK,8,7.454734126984127,0.0
NK,CAK,9,0.0,0.0
NK,CAK,10,5.858029952669446,0.0
NK,CAK,11,0.0,0.0
NK,CAK,12,0.0,0.0
NK,CHS,4,33.5807702020202,0.0
NK,CHS,5,0.0,0.0
NK,CHS,6,0.0,0.0
NK,CHS,7,0.0,0.0
NK,CHS,8,22.497800039313653,0.0
NK,CLE,1,3.0271358186893704,0.0
NK,CLE,2,1.4770756220464332,0.0
NK,CLE,3,25.311661595759553,0.0
NK,CLE,4,14.810864930769204,0.0
NK,CLE,5,10.466529743056574,0.0
NK,CLE,6,23.49332186512891,0.0
NK,CLE,7,10.092988234113518,0.0
NK,CLE,8,7.6440732076693365,0.0
NK,CLE,9,0.25108343700119956,0.0
NK,CLE,10,0.6896030808633045,0.0
NK,CLE,11,8.230161159753042,0.0
NK,CLE,12,21.3881683046625,0.0
NK,CLT,1,31.443111322286246,0.0
NK,CLT,2,16.746427692125486,0.0
NK,CLT,3,10.863963089198391,0.0
NK,CLT,4,49.23312171162171,0.0
NK,CLT,5,34.31802803050237,0.0
NK,CLT,6,34.10485303143705,0.0
NK,CLT,7,12.425418547096418,0.0
NK,CLT,8,60.885440427551366,0.0
NK,CLT,9,6.645726530633483,0.0
NK,CLT,10,4.5860596317167515,0.0
NK,CLT,11,7.951383928206296,0.0
NK,CLT,12,38.76194578073333,0.0
NK,CMH,1,6.405958263326812,0.0
NK,CMH,2,58.609145659836166,0.0
NK,CMH,3,0.0,0.0
NK,CMH,4,27.856294520440564,0.0
NK,CMH,5,9.43104502069138,0.0
NK,CMH,6,7.78741183629689,0.0
NK,CMH,7,11.323671050392987,0.0
NK,CMH,8,5.56914782985046,0.0
NK,CMH,9,5.6355731591324885,0.0
NK,CMH,10,0.0,0.0
NK,CMH,11,4.068264337179399,0.0
NK,CMH,12,6.7052382925878975,0.0
NK,CRW,1,0.0,0.0
NK,CRW,2,3.1475209093113063,0.0
NK,CRW,7,31.08261582052475,0.0
NK,CRW,8,9.064714311782627,0.0
NK,CRW,9,0.0,0.0
NK,CRW,11,5.677676745571562,0.0
NK,DEN,1,5.367919208285052,0.0
NK,DEN,2,3.638168459997866,0.0
NK,DEN,3,8.397721697014346,0.0
NK,DEN,4,18.170371647266407,0.0
NK,DEN,5,18.170631861602455,0.0
NK,DEN,6,14.14228907794681,0.0
NK,DEN,7,22.596768019880912,0.0
NK,DEN,8,6.254451720682989,0.0
NK,DEN,9,1.1923604991382535,0.0
NK,DEN,10,0.0,0.0
NK,DEN,11,3.7168499818671514,0.0
NK,DEN,12,8.572678860236337,0.0
NK,DFW,1,11.421648431418895,0.0
NK,DFW,2,25.530735837819417,0.0
NK,DFW,3,13.094324604435299,0.0
NK,DFW,4,18.176691805099754,0.0
NK,DFW,5,19.811022558645536,0.0
NK,DFW,6,20.338301031688538,0.0
NK,DFW,7,19.39359378303213,0.0
NK,DFW,8,15.006588597529856,0.0
NK,DFW,9,6.411183048651951,0.0
NK,DFW,10,5.774380576728943,0.0
NK,DFW,11,9.130489071879095,0.0
NK,DFW,12,7.509875682753264,0.0
NK,DTW,1,17.32831901844366,0.0
NK,DTW,2,6.910686723813606,0.0
NK,DTW,3,11.717405577731652,0.0
NK,DTW,4,14.077274740121739,0.0
NK,DTW,5,4.921865027821364,0.0
NK,DTW,6,3.670156287718104,0.0
NK,DTW,7,7.925351283162401,0.0
NK,DTW,8,11.989308056316844,0.0
NK,DTW,9,0.8250034347555744,0.0
NK,DTW,10,14.395226424960585,0.0
NK,DTW,11,2.5961047783511586,0.0
NK,DTW,12,9.892788282841167,0.0
NK,EWR,1,14.78078467558707,0.0
NK,EWR,2,8.490753105899556,0.0
NK,EWR,3,17.779145996508632,0.0
NK,EWR,4,10.914337226385927,0.0
NK,EWR,5,26.253854799822847,0.0
NK,EWR,6,15.87443130871687,0.0
NK,EWR,7,13.574731763070332,0.0
NK,EWR,8,9.801003214818264,0.0
NK,EWR,9,7.362404224471179,0.0
NK,EWR,10,7.491614808906067,0.0
NK,EWR,11,10.809707469977711,0.0
NK,EWR,12,17.726247616969687,0.0
NK,FLL,1,11.540928040956853,0.0
NK,FLL,2,9.754366182693445,0.0
NK,FLL,3,14.809578531877024,0.0
NK,FLL,4,21.93508842800548,0.0
NK,FLL,5,12.528492418104463,0.003875968992248062
NK,FLL,6,18.653781892649583,0.00392156862745098
NK,FLL,7,19.825956447847215,0.003125
NK,FLL,8,21.538315641074995,0.0
NK,FLL,9,7.499925876382026,0.0
NK,FLL,10,9.368269114388738,0.0
NK,FLL,11,5.608962161670347,0.0
NK,FLL,12,10.497371849613357,0.0
NK,GSO,1,0.0,0.0
NK,GSO,2,8.765925703593224,0.0
NK,GSO,3,0.4455497590151289,0.0
NK,GSO,5,0.8608980631613613,0.0
NK,GSO,6,9.99717686757517,0.0
NK,GSO,7,3.094583959899749,0.0
NK,GSO,8,0.0,0.0
NK,GSO,9,0.0,0.0
NK,GSO,10,0.0,0.0
NK,IAG,1,0.6673385552414908,0.0
NK,IAG,2,0.0,0.0
NK,IAG,3,0.0,0.0
NK,IAG,4,23.86033543809265,0.0
NK,IAG,5,63.16500741281444,0.0
NK,IAG,6,0.7843612078977933,0.0
NK,IAG,7,0.0,0.0
NK,IAG,9,0.0,0.0
NK,IAG,11,2.39261858103906,0.0
NK,IAH,1,21.743536299439153,0.0
NK,IAH,2,11.464357296235942,0.0
NK,IAH,3,7.5275200743736,0.0
NK,IAH,4,20.102413408441645,0.0
NK,IAH,5,13.73340830812143,0.0
NK,IAH,6,17.09465638060573,0.0
NK,IAH,7,17.549330759535653,0.0
NK,IAH,8,13.092422387861168,0.0
NK,IAH,9,6.185799735808794,0.0
NK,IAH,10,9.993496421786618,0.0
NK,IAH,11,4.788005448112401,0.0
NK,IAH,12,10.563703909974617,0.0
NK,IND,1,9.482166774297749,0.0
NK,IND,2,22.063029327070907,0.0
NK,IND,3,22.477013358737864,0.0
NK,IND,4,22.89759357317949,0.0
NK,IND,5,0.9126635430217169,0.0
NK,IND,6,0.0,0.0
NK,IND,7,19.42974839943339,0.0
NK,IND,8,10.105507069727654,0.0
NK,IND,9,6.207220574875758,0.0
NK,IND,10,0.0,0.0
NK,IND,11,16.77047224119134,0.0
NK,IND,12,0.0,0.0
NK,JAX,1,3.337366247097648,0.0
NK,JAX,2,0.0,0.0
NK,JAX,3,0.0,0.0
NK,JAX,4,23.245095238095242,0.0
NK,JAX,5,11.504932633610327,0.0
NK,JAX,6,12.533122908622907,0.0
NK,JAX,7,0.0,0.0
NK,JAX,8,38.098119712159196,0.0
NK,JAX,9,0.0,0.0
NK,JAX,10,0.0,0.0
NK,JAX,11,0.0,0.0
NK,JAX,12,0.0,0.0
NK,LAS,1,10.197767641892908,0.0
NK,LAS,2,8.625578057440839,0.0
NK,LAS,3,8.957156498689159,0.0
NK,LAS,4,16.04865564430679,0.0
NK,LAS,5,11.433860452606867,0.0
NK,LAS,6,21.57497635654822,0.0
NK,LAS,7,12.848699112592856,0.0
NK,LAS,8,11.097087621659343,0.0
NK,LAS,9,8.814553304472264,0.0
NK,LAS,10,3.039428874882287,0.0
NK,LAS,11,7.672687217313128,0.0
NK,LAS,12,14.339845992265229,0.0
NK,LAX,1,9.533414873714587,0.0
NK,LAX,2,7.6921388518309195,0.0
NK,LAX,3,10.512085067260795,0.0
NK,LAX,4,20.697374450943567,0.0
NK,LAX,5,7.0323861066117885,0.0
NK,LAX,6,14.829015167773576,0.0
NK,LAX,7,25.700751234199164,0.0
NK,LAX,8,11.878593598092204,0.0
NK,LAX,9,5.816198280196964,0.0
NK,LAX,10,1.1505132338992363,0.0
NK,LAX,11,2.322286967185362,0.0
NK,LAX,12,7.543850660770086,0.0
NK,LBE,1,0.0,0.0
NK,LBE,2,0.0,0.0
NK,LBE,3,0.6142775162742015,0.0
NK,LBE,4,0.0,0.0
NK,LBE,5,0.0,0.0
NK,LBE,6,0.11763572538572532,0.0
NK,LBE,7,0.0,0.0
NK,LBE,8,0.0,0.0
NK,LBE,9,0.0,0.0
NK,LBE,10,0.0,0.0
NK,LBE,11,0.0,0.0
NK,LBE,12,0.0,0.0
NK,LGA,1,2.1798471097907086,0.0
NK,LGA,2,8.050317580535888,0.0
NK,LGA,3,6.190352285130334,0.0
NK,LGA,4,20.673053160604713,0.0
NK,LGA,5,6.825208276449003,0.0
NK,LGA,6,25.935394074078076,0.0
NK,LGA,7,18.919494445757753,0.02127659574468085
NK,LGA,8,27.249857876231975,0.0
NK,LGA,9,8.098643867967107,0.0
NK,LGA,10,0.035805222796884736,0.0
NK,LGA,11,11.823768194542941,0.0
NK,LGA,12,18.966284525453972,0.0
NK,MCI,1,0.0,0.0
NK,MCI,2,9.567856160480385,0.0
NK,MCI,3,13.581790073494206,0.0
NK,MCI,4,15.869954796020977,0.0
NK,MCI,5,17.722534148047703,0.0
NK,MCI,6,0.0,0.0
NK,MCI,7,18.52382800200565,0.0
NK,MCI,8,129.91188463170823,0.0
NK,MCI,9,3.5785299235078636,0.0
NK,MCI,10,5.433086354027147,0.0
NK,MCI,11,11.093454947829944,0.0
NK,MCI,12,0.0,0.0
NK,MCO,1,16.15797954474003,0.0
NK,MCO,2,17.032091282824215,0.0
NK,MCO,3,16.26367917859091,0.0
NK,MCO,4,28.057821085231634,0.0
NK,MCO,5,16.8488384281039,0.0
NK,MCO,6,27.500786302821385,0.0
NK,MCO,7,21.06368919058033,0.0
NK,MCO,8,18.883462932279837,0.0
NK,MCO,9,9.564204132719723,0.0
NK,MCO,10,4.239563455530763,0.0
NK,MCO,11,14.940844258711316,0.0
NK,MCO,12,19.15966968652135,0.0
NK,MEM,1,13.322948380512933,0.0
NK,MEM,2,3.4486414130821252,0.0
NK,MEM,4,0.0,0.0
NK,MEM,5,0.0,0.0
NK,MEM,6,0.0,0.0
NK,MEM,7,6.108289371345791,0.0
NK,MEM,8,0.0,0.0
NK,MEM,10,32.64513108121591,0.0
NK,MEM,11,26.96592383907294,0.0
NK,MEM,12,22.71078066459995,0.0
NK,MHT,1,0.0,0.0
NK,MHT,2,51.8566121933622,0.0
NK,MHT,3,113.2060002606228,0.0
NK,MHT,4,22.63689345290355,0.0
NK,MHT,5,12.457678571428572,0.0
NK,MHT,6,0.8504786015672091,0.0
NK,MHT,7,2.6163333333333334,0.0
NK,MHT,8,0.0,0.0
NK,MHT,9,0.0,0.0
NK,MHT,10,0.0,0.0
NK,MHT,11,8.01897435897436,0.0
NK,MHT,12,16.45651339285714,0.0
NK,MIA,1,39.45579149101131,0.0
NK,MIA,2,31.31509435721267,0.030303030303030304
NK,MIA,3,41.250099893278644,0.0
NK,MIA,4,19.328341483185742,0.0
NK,MIA,5,16.150086787112656,0.0
NK,MIA,6,25.986290945684676,0.0
NK,MIA,7,20.389913079028457,0.0
NK,MIA,8,15.484830837950843,0.0
NK,MIA,9,0.0,0.0
NK,MIA,10,23.161198507282716,0.0
NK,MIA,11,7.9824007636943435,0.0
NK,MIA,12,11.574991413617946,0.0
NK,MKE,1,77.1593076090576,0.0
NK,MKE,2,18.13121293085999,0.0
NK,MKE,3,12.521576644459772,0.0
NK,MKE,4,2.6251985514485505,0.0
NK,MKE,5,12.346737963629487,0.0
NK,MKE,6,78.26449963924965,0.0
NK,MKE,7,0.0,0.0
NK,MKE,8,4.035520951270954,0.0
NK,MKE,9,5.1039296536796535,0.0
NK,MKE,10,8.296906926406924,0.0
NK,MKE,11,17.31175305250305,0.0
NK,MKE,12,3.442011377511379,0.0
NK,MSP,1,14.283103868619472,0.0
NK,MSP,2,14.840685922662269,0.0
NK,MSP,3,15.435828926133414,0.0
NK,MSP,4,1.9420089544277106,0.0
NK,MSP,5,4.5199970003635705,0.0
NK,MSP,6,0.0,0.0
NK,MSP,7,3.988453266868867,0.0
NK,MSP,8,0.0,0.0
NK,MSP,9,10.362867410054553,0.0
NK,MSP,10,0.0,0.0
NK,MSP,11,26.815250318011977,0.0
NK,MSP,12,74.24961352774397,0.0
NK,MSY,1,0.0,0.0
NK,MSY,2,9.71170562379546,0.0
NK,MSY,3,1.7520632315394362,0.0
NK,MSY,4,11.821476729841356,0.0
NK,MSY,5,7.60039242420302,0.0
NK,MSY,6,13.553249448722424,0.0
NK,MSY,7,15.759040527827207,0.0
NK,MSY,8,14.681268340323266,0.0
NK,MSY,9,5.201194967187327,0.0
NK,MSY,10,10.808496231536811,0.0
NK,MSY,11,7.441779750580312,0.0
NK,MSY,12,4.507744743164408,0.0
NK,MYR,1,0.0,0.0
NK,MYR,2,11.42051654991707,0.0
NK,MYR,3,0.0,0.0
NK,MYR,4,12.90644558993613,0.0
NK,MYR,5,1.070131102443792,0.0
NK,MYR,6,2.6608808885915987,0.0
NK,MYR,7,23.387735354890918,0.008333333333333333
NK,MYR,8,20.50617102935305,0.0
NK,MYR,9,0.0,0.0
NK,MYR,10,0.0,0.0
NK,MYR,11,0.0,0.0
NK,MYR,12,18.752366869135585,0.0
NK,OAK,1,2.926302724223181,0.0
NK,OAK,2,4.611282161425767,0.0
NK,OAK,3,23.436230286836366,0.0
NK,OAK,4,0.0,0.0
NK,OAK,5,12.421809946432768,0.0
NK,OAK,6,1.5067353059375506,0.0
NK,OAK,7,0.0,0.0
NK,OAK,8,35.88584058106248,0.0
NK,OAK,9,0.0,0.0
NK,OAK,10,0.0,0.0
NK,OAK,11,0.0,0.0
NK,OAK,12,2.3171745241056385,0.0
NK,ORD,1,17.75177357182071,0.0
NK,ORD,2,11.976109077343633,0.0
NK,ORD,3,17.168130200697107,0.0
NK,ORD,4,16.3493558508919,0.0
NK,ORD,5,14.54573117500567,0.0
NK,ORD,6,17.389317680527757,0.009174311926605505
NK,ORD,7,21.301662135044754,0.0
NK,ORD,8,19.899138102764073,0.0
NK,ORD,9,14.249382276513158,0.0
NK,ORD,10,12.855240218666014,0.0
NK,ORD,11,8.467268103827882,0.0
NK,ORD,12,6.849289772742544,0.0
NK,ORF,4,1.3299072571557362,0.0
NK,ORF,5,0.0,0.0
NK,ORF,6,92.70046666666667,0.0
NK,ORF,7,84.251,0.0
NK,ORF,8,118.96456442007465,0.0
NK,PBG,1,0.0,0.0
NK,PBG,2,9.066314479628904,0.0
NK,PBG,3,25.886766101206444,0.0
NK,PBG,4,10.195082041238253,0.0
NK,PBG,5,4.928226414988377,0.0
NK,PBG,6,50.19445524893618,0.0
NK,PBG,7,9.731504626096896,0.0
NK,PBG,8,9.22584655785299,0.0
NK,PBG,12,0.0,0.0
NK,PBI,1,0.0,0.0
NK,PBI,2,15.822891053391054,0.0
NK,PBI,3,22.691122752247743,0.0
NK,PBI,4,82.0805396825397,0.0
NK,PBI,5,0.0,0.0
NK,PBI,7,39.50362363918138,0.0
NK,PBI,8,11.208350049056323,0.0
NK,PBI,9,62.91063166339108,0.0
NK,PBI,10,47.391193800601805,0.0
NK,PBI,11,49.37335796373353,0.0
NK,PBI,12,0.0,0.0
NK,PDX,1,38.589577340959686,0.0
NK,PDX,2,2.411527364792071,0.0
NK,PDX,3,0.0,0.0
NK,PDX,4,2.337151083820979,0.0
NK,PDX,5,7.094846764346763,0.0
NK,PDX,6,28.685659507159517,0.0
NK,PDX,7,5.7043445318441455,0.0
NK,PDX,8,24.719859031405477,0.0
NK,PDX,9,0.0,0.0
NK,PDX,10,0.0,0.0
NK,PDX,11,0.0,0.0
NK,PDX,12,13.313295260295265,0.0
NK,PHL,1,5.7936703668871825,0.0
NK,PHL,2,4.798217227347953,0.0
NK,PHL,3,6.9557184690997484,0.0
NK,PHL,4,24.003156254310213,0.0
NK,PHL,5,8.249647069097453,0.0
NK,PHL,6,20.112877796376033,0.0
NK,PHL,7,24.527376051564733,0.0
NK,PHL,8,15.822846630480893,0.0
NK,PHL,9,7.075437853495543,0.0
NK,PHL,10,13.061591355051608,0.0
NK,PHL,11,2.469244356890526,0.0
NK,PHL,12,5.712741540706073,0.0
NK,PHX,1,5.578908613874944,0.0
NK,PHX,2,5.335650049203065,0.0
NK,PHX,3,12.805881073159252,0.0
NK,PHX,4,16.74749369747899,0.0
NK,PHX,5,32.80334197570874,0.0
NK,PHX,6,70.29055459981194,0.0
NK,PHX,7,1.3713146094101984,0.0
NK,PHX,8,7.742600108225107,0.0
NK,PHX,9,19.73131701129072,0.0
NK,PHX,10,13.074825396825403,0.0
NK,PHX,11,1.9257435554641433,0.0
NK,PHX,12,13.503876304251301,0.0
NK,PIT,1,0.0,0.0
NK,PIT,2,9.807112164710077,0.0
NK,PIT,3,6.364176236392318,0.0
NK,PIT,4,10.266940394119482,0.0
NK,PIT,5,7.040125366494107,0.0
NK,PIT,6,15.169966257199913,0.0
NK,PIT,7,7.58408920104235,0.0
NK,PIT,8,8.74534101548537,0.0
NK,PIT,9,60.05667459013735,0.0
NK,PIT,10,3.29123884539791,0.0
NK,PIT,11,5.017712091883035,0.0
NK,PIT,12,19.648839686806085,0.0
NK,PNS,1,5.203143495393497,0.0
NK,PNS,2,0.0,0.0
NK,PNS,3,0.0,0.0
NK,PNS,4,0.5384752747252748,0.0
NK,PNS,5,51.48170867719621,0.0
NK,PNS,6,44.02868543221486,0.0
NK,PNS,7,2.1096150793650796,0.0
NK,PNS,8,26.020651663151675,0.0
NK,PNS,9,0.0,0.0
NK,PNS,10,0.0,0.0
NK,PNS,11,14.568706349206348,0.0
NK,PSE,2,4.9967085560304,0.0
NK,PSE,5,4.928226414988377,0.0
NK,PSE,6,0.0,0.0
NK,PSE,7,0.0,0.0
NK,PSE,8,0.19706338002590293,0.0
NK,PSE,9,25.49215462059261,0.0
NK,PSE,10,39.07131467163149,0.0
NK,PSE,11,78.70103042894274,0.0
NK,PSE,12,22.331794411434217,0.0
NK,RDU,1,1.5784753024753015,0.0
NK,RDU,2,5.808110117007176,0.0
NK,RDU,3,43.69333659396161,0.0
NK,RDU,4,0.5665064935064934,0.0
NK,RDU,5,23.083577011095198,0.0
NK,RDU,6,32.77161100530874,0.07142857142857142
NK,RDU,7,48.21108444333445,0.0
NK,RDU,8,47.67439110889111,0.0
NK,RDU,9,6.12023520923521,0.0
NK,RDU,10,5.814917864814923,0.0
NK,RDU,11,0.0,0.0
NK,RDU,12,2.7940050505050498,0.0
NK,RIC,1,0.0,0.0
NK,RIC,2,15.089212025519522,0.0
NK,RIC,3,3.7119969752469744,0.0
NK,RIC,4,0.0,0.0
NK,RIC,5,8.351713384654559,0.0
NK,RIC,6,26.258763042513046,0.0
NK,RIC,7,38.905077098379486,0.0
NK,RIC,8,0.0,0.0
NK,RIC,9,0.0,0.0
NK,RIC,10,0.0,0.0
NK,RIC,11,0.0,0.0
NK,RIC,12,30.949899536329678,0.0
NK,RNO,1,0.45165839126878227,0.0
NK,RNO,2,16.961555609755038,0.0
NK,RNO,3,4.458563096450479,0.0
NK,RNO,5,0.0,0.0
NK,RNO,6,0.0,0.0
NK,RNO,7,39.5832335164835,0.0
NK,RNO,8,2.088030952380952,0.0
NK,RNO,9,0.0,0.0
NK,RNO,10,0.0,0.0
NK,RNO,11,0.39127025520717873,0.0
NK,RNO,12,0.0,0.0
NK,ROC,1,0.0,0.0
NK,ROC,3,2.6443843108401652,0.0
NK,ROC,5,0.0,0.0
NK,ROC,6,0.7031832131311316,0.0
NK,ROC,7,24.67239507133084,0.0
NK,ROC,8,7.247546197649724,0.0
NK,ROC,11,13.661478504954523,0.0
