AIRLINE_CODE,ORIGIN_CODE,Month_of_Travel,Predicted_Delay_Time,Cancellation_Probability
B6,MIA,10,1.394697468695063,0.0
B6,MIA,11,2.8246268176268177,0.0
B6,MIA,12,59.56565185923143,0.0
B6,MKE,1,0.4787633976175932,0.0
B6,MKE,2,0.0,0.0
B6,MKE,3,0.0,0.0
B6,MKE,4,37.714933701122725,0.0
B6,MKE,5,8.207199911199911,0.0
B6,MKE,6,0.8530158608790767,0.0
B6,MKE,7,0.0,0.0
B6,MKE,8,0.0,0.0
B6,MKE,9,0.0,0.0
B6,MKE,10,0.0,0.0
B6,MKE,11,0.0,0.0
B6,MKE,12,53.16320429854255,0.0
B6,MSP,1,42.13435381285382,0.0
B6,MSP,2,22.127279391360275,0.0
B6,MSP,3,10.271686827061826,0.1111111111111111
B6,MSP,4,0.0,0.0
B6,MSP,5,19.997570609945615,0.0
B6,MSP,6,11.762223554223553,0.0
B6,MSP,7,0.0,0.0
B6,MSP,8,7.4585995670995695,0.0
B6,MSP,9,11.843892163392159,0.0
B6,MSP,10,26.023839022089017,0.0
B6,MSP,11,2.2047344877344877,0.0
B6,MSP,12,0.0,0.0
B6,MSY,1,5.510403278738806,0.0
B6,MSY,2,22.574703036550048,0.0
B6,MSY,3,5.050439745477118,0.0
B6,MSY,4,35.070832823695056,0.0
B6,MSY,5,52.271967794901286,0.0
B6,MSY,6,44.458301349622175,0.0
B6,MSY,7,6.05326523639759,0.0
B6,MSY,8,39.86538299644973,0.0
B6,MSY,9,13.067242945118357,0.0
B6,MSY,10,21.912480494657164,0.0
B6,MSY,11,7.964793606204595,0.0
B6,MSY,12,14.090131602837403,0.0
B6,MVY,5,3.051472250516369,0.0
B6,MVY,6,17.613538239538236,0.0
B6,MVY,7,107.45233214070244,0.0
B6,MVY,8,42.18300498170073,0.0
B6,MVY,9,5.956356782106781,0.0
B6,MVY,10,15.153817610151547,0.0
B6,OAK,1,0.0,0.0
B6,OAK,2,20.845944444444445,0.0
B6,OAK,3,0.0,0.0
B6,OAK,4,0.0,0.0
B6,OAK,5,0.0,0.0
B6,OAK,6,21.98283441558442,0.0
B6,OAK,7,144.2929282939282,0.0
B6,OAK,8,0.0,0.0
B6,OAK,9,5.659433621933622,0.0
B6,OAK,10,0.0,0.0
B6,OAK,11,0.8106026275571654,0.0
B6,OAK,12,24.065226303557782,0.0
B6,ONT,1,20.131823212465417,0.0
B6,ONT,2,192.65223677248676,0.0
B6,ONT,3,88.10760518834397,0.0
B6,ONT,4,0.0,0.0
B6,ONT,5,35.88840447406139,0.0
B6,ONT,6,20.50761640211641,0.0
B6,ONT,7,113.80774256854257,0.0
B6,ONT,8,25.93903968253968,0.0
B6,ONT,9,4.158967998342487,0.0
B6,ONT,10,0.0,0.0
B6,ONT,11,0.0,0.0
B6,ONT,12,4.885723665223664,0.0
B6,ORD,1,23.58499995213795,0.0
B6,ORD,2,29.461714542723044,0.0
B6,ORD,3,31.60860473264265,0.0
B6,ORD,4,26.264956435986363,0.0
B6,ORD,5,0.0,0.0
B6,ORD,6,15.484399593447714,0.0
B6,ORD,7,10.195047243484915,0.0
B6,ORD,8,66.82359220363399,0.07142857142857142
B6,ORD,9,29.41186215168112,0.0
B6,ORD,10,10.834793414918412,0.0
B6,ORD,11,8.30609704627158,0.0
B6,ORD,12,0.0,0.0
B6,ORH,1,29.361311534140093,0.0
B6,ORH,2,9.052544552669552,0.0
B6,ORH,3,4.842852677551208,0.0
B6,ORH,4,87.63126945276942,0.0
B6,ORH,5,0.0,0.0
B6,ORH,6,59.10147098997098,0.0
B6,ORH,7,19.084936868686867,0.0
B6,ORH,8,12.61251082251082,0.0
B6,ORH,9,8.35241189688365,0.0
B6,ORH,10,0.0,0.0
B6,ORH,11,27.177778610278597,0.0
B6,ORH,12,13.937363728863728,0.0
B6,PBI,1,17.652833761794394,0.0
B6,PBI,2,19.430813315044198,0.0
B6,PBI,3,14.185768204703793,0.0
B6,PBI,4,25.816651976569247,0.0
B6,PBI,5,10.546300974931441,0.0
B6,PBI,6,13.955029762299901,0.0
B6,PBI,7,18.81833323809693,0.0
B6,PBI,8,8.940175568037404,0.014705882352941176
B6,PBI,9,11.548181500166141,0.0
B6,PBI,10,6.19633930165212,0.0
B6,PBI,11,10.552529675219684,0.0
B6,PBI,12,13.835937474469038,0.0
B6,PDX,1,0.0,0.0
B6,PDX,2,22.736456709956716,0.0
B6,PDX,3,66.19745336230392,0.0
B6,PDX,4,31.56026897860594,0.0
B6,PDX,5,33.71447881639308,0.0
B6,PDX,6,106.12559190809188,0.0
B6,PDX,7,37.49921678996099,0.0
B6,PDX,8,13.578309690309695,0.0
B6,PDX,9,7.8644960317460315,0.0
B6,PDX,10,0.0,0.0
B6,PDX,11,0.520278785261946,0.0
B6,PDX,12,0.0,0.0
B6,PHL,1,8.19801249448313,0.0
B6,PHL,2,16.537219958246137,0.0
B6,PHL,3,15.530381695205264,0.0
B6,PHL,4,29.55380546214901,0.0
B6,PHL,5,10.070595622916457,0.0
B6,PHL,6,12.416109396858277,0.0
B6,PHL,7,9.275800457039361,0.0
B6,PHL,8,7.0356832004238115,0.0
B6,PHL,9,0.0,0.07142857142857142
B6,PHL,10,0.7951525018456709,0.0
B6,PHL,11,1.1471696043035051,0.0
B6,PHL,12,28.193959316962566,0.0
B6,PHX,1,0.0,0.0
B6,PHX,2,20.121680888555886,0.0
B6,PHX,3,19.751398024490133,0.0
B6,PHX,4,24.844508285488168,0.0
B6,PHX,5,20.0850109424534,0.0
B6,PHX,6,30.904952702268492,0.0
B6,PHX,7,44.50266705262965,0.0
B6,PHX,8,26.25767823271499,0.0
B6,PHX,9,94.88250837548249,0.0
B6,PHX,10,0.0,0.0
B6,PHX,11,112.17912015762019,0.0
B6,PHX,12,11.566105284421466,0.0
B6,PIT,1,0.0,0.0
B6,PIT,2,0.0,0.0
B6,PIT,3,0.0,0.0
B6,PIT,4,13.299112315122024,0.0
B6,PIT,5,0.0,0.0
B6,PIT,6,10.746676848284077,0.0
B6,PIT,7,20.18852280452607,0.0
B6,PIT,8,6.623623182373181,0.0
B6,PIT,9,6.385633338883338,0.0
B6,PIT,10,47.00995249113633,0.0
B6,PIT,11,14.677336857586852,0.0
B6,PIT,12,12.755785612263551,0.0
B6,PSE,1,26.45532792207792,0.0
B6,PSE,2,0.0,0.0
B6,PSE,3,0.0,0.0
B6,PSE,4,13.949458985458982,0.0
B6,PSE,5,0.0,0.0
B6,PSE,6,33.661452380952376,0.0
B6,PSE,7,5.848331286360699,0.0
B6,PSE,8,8.109533910533912,0.0
B6,PSE,9,0.0,0.0
B6,PSE,10,14.177291465844094,0.0
B6,PSE,11,0.0,0.0
B6,PSE,12,19.788879037629048,0.0
B6,PSP,1,29.261519668737055,0.0
B6,PSP,2,65.94979004758129,0.0
B6,PSP,3,45.43925854700854,0.0
B6,PSP,4,0.0,0.0
B6,PSP,5,2.1296598594554617,0.0
B6,PSP,11,0.0,0.0
B6,PSP,12,8.852555555555554,0.0
B6,PVD,1,0.0,0.0
B6,PVD,2,6.099643422178472,0.0
B6,PVD,3,17.200732576223,0.0
B6,PVD,4,42.098352005261674,0.0
B6,PVD,5,3.648116387697269,0.0
B6,PVD,6,44.46552931790433,0.0
B6,PVD,7,33.55884976461447,0.0
B6,PVD,8,16.162288961038964,0.0
B6,PVD,9,88.22230555555558,0.0
B6,PVD,10,4.9350604673104685,0.0
B6,PVD,11,0.0,0.0
B6,PVD,12,36.03213828438565,0.0
B6,PWM,5,0.0,0.0
B6,PWM,6,28.7482289099789,0.0
B6,PWM,7,16.928364525567307,0.0625
B6,PWM,8,37.20166044726686,0.0
B6,PWM,9,2.112400737689269,0.0
B6,PWM,10,2.226158472246708,0.0
B6,RDU,1,50.43409537713918,0.0
B6,RDU,2,35.107227928565614,0.0
B6,RDU,3,5.700259700277533,0.0
B6,RDU,4,8.63405821018787,0.0
B6,RDU,5,17.059233267836113,0.0
B6,RDU,6,22.650692496587535,0.0
B6,RDU,7,20.7350909826506,0.0
B6,RDU,8,18.549284992609365,0.0
B6,RDU,9,8.030166412498021,0.0
B6,RDU,10,12.50216696565718,0.0
B6,RDU,11,4.45312611857957,0.0
B6,RDU,12,16.162207844198527,0.0
B6,RIC,1,30.640886366901075,0.0
B6,RIC,2,7.416502965950254,0.0
B6,RIC,3,0.0,0.0
B6,RIC,4,17.780259535154013,0.0
B6,RIC,5,20.375458437959413,0.0
B6,RIC,6,6.43989017110789,0.0
B6,RIC,7,27.045721628480997,0.0
B6,RIC,8,12.325793187235044,0.0
B6,RIC,9,31.674784726968948,0.0
B6,RIC,10,28.14012633895921,0.0
B6,RIC,11,2.710094958039597,0.0
B6,RIC,12,0.49747427207295636,0.0
B6,RNO,1,16.180160672660673,0.0
B6,RNO,2,0.0,0.0
B6,RNO,3,31.96078664227929,0.0
B6,RNO,4,0.0,0.0
B6,RNO,5,0.0,0.0
B6,RNO,6,22.525126234876232,0.0
B6,RNO,7,6.556025443025444,0.0
B6,RNO,8,0.0,0.0
B6,RNO,9,0.0,0.0
B6,RNO,10,11.96226904761905,0.0
B6,RNO,11,0.0,0.0
B6,RNO,12,22.23023943057901,0.0
B6,ROC,1,14.899507718309572,0.0
B6,ROC,2,64.9740899165764,0.0
B6,ROC,3,27.38852002439426,0.0
B6,ROC,4,0.0,0.0
B6,ROC,5,17.32343201152992,0.0
B6,ROC,6,0.2711504606504606,0.0
B6,ROC,7,54.03407921735128,0.0
B6,ROC,8,0.0,0.0
B6,ROC,9,0.0,0.0
B6,ROC,10,5.503850098430986,0.0
B6,ROC,11,1.21145080491404,0.0
B6,ROC,12,50.8459920411345,0.0
B6,RSW,1,13.578139333940495,0.0
B6,RSW,2,12.110631827957176,0.0
B6,RSW,3,12.834273119345736,0.0
B6,RSW,4,22.87287947664769,0.0
B6,RSW,5,12.069249894244857,0.0
B6,RSW,6,23.922386304073026,0.0
B6,RSW,7,13.02033129450097,0.0
B6,RSW,8,27.602711312018457,0.0
B6,RSW,9,4.93465446462199,0.0
B6,RSW,10,12.267730533753378,0.0
B6,RSW,11,8.474324792437189,0.0
B6,RSW,12,13.159474481967104,0.0
B6,SAN,1,3.7972898844361698,0.0
B6,SAN,2,19.347020027269842,0.0
B6,SAN,3,17.36475812547446,0.0
B6,SAN,4,15.920304559620165,0.0
B6,SAN,5,5.403149512170276,0.0
B6,SAN,6,22.549913001890886,0.0
B6,SAN,7,15.807692352706068,0.0
B6,SAN,8,4.8893563359734475,0.0
B6,SAN,9,0.047516702473877084,0.0
B6,SAN,10,26.060132676579162,0.0
B6,SAN,11,1.0553915411830503,0.0
B6,SAN,12,11.149049443111503,0.0
B6,SAT,1,21.238928571428577,0.0
B6,SAT,2,13.753071693816105,0.0
B6,SAT,3,0.0,0.0
B6,SAT,4,33.88847619047621,0.0
B6,SAT,5,0.0,0.0
B6,SAT,6,61.299766004001505,0.0
B6,SAT,7,236.80302164502166,0.0
B6,SAT,8,73.0184364503983,0.0
B6,SAT,9,3.3240411161491754,0.0
B6,SAT,10,15.959734126984134,0.0
B6,SAT,11,10.389111858056165,0.0
B6,SAT,12,18.086683138555916,0.0
B6,SAV,1,2.1365269730269727,0.0
B6,SAV,2,23.494187676616473,0.0
B6,SAV,3,23.966272125933347,0.0
B6,SAV,4,23.65918774362892,0.0
B6,SAV,5,6.086337527646859,0.0
B6,SAV,6,7.4924104414377135,0.0
B6,SAV,7,36.65978772092761,0.0
B6,SAV,8,1.434924948019778,0.0
B6,SAV,9,0.0,0.0
B6,SAV,10,3.9675175425634794,0.0
B6,SAV,11,5.940982488443786,0.0
B6,SAV,12,4.581358605446839,0.0
B6,SEA,1,9.814270368520367,0.0
B6,SEA,2,16.726376664658012,0.0
B6,SEA,3,0.0,0.0
B6,SEA,4,28.7826625041625,0.0
B6,SEA,5,13.593903386068819,0.0
B6,SEA,6,19.565943105753323,0.0
B6,SEA,7,34.96034247824521,0.03571428571428571
B6,SEA,8,39.66401601144961,0.0
B6,SEA,9,14.823454653585516,0.0
B6,SEA,10,0.0,0.0
B6,SEA,11,0.0,0.0
B6,SEA,12,23.501061921265855,0.0
B6,SFO,1,7.916103615634893,0.0
B6,SFO,2,12.12167319647315,0.0
B6,SFO,3,9.115588635257598,0.0
B6,SFO,4,8.677231546144483,0.0
B6,SFO,5,6.256993230328526,0.0
B6,SFO,6,12.130157369486353,0.0
B6,SFO,7,14.408072435351881,0.0
B6,SFO,8,8.300974161871432,0.0
B6,SFO,9,27.568877163376833,0.0
B6,SFO,10,0.6543735737754736,0.0
B6,SFO,11,0.0,0.0
B6,SFO,12,21.006037572625644,0.0
B6,SJC,1,33.62226898101898,0.0
B6,SJC,2,2.849185425685426,0.0
B6,SJC,3,0.6595818070818072,0.0
B6,SJC,4,9.703869243501593,0.0
B6,SJC,5,0.0,0.0
B6,SJC,6,14.52056582366908,0.0
B6,SJC,7,9.150078929240692,0.0
B6,SJC,8,0.0,0.0
B6,SJC,9,15.001826479076476,0.0
B6,SJC,10,1.7213278269964316,0.0
B6,SJC,11,1.2690821570715771,0.0
B6,SJC,12,48.08891702741702,0.0
B6,SJU,1,11.761899869619302,0.0
B6,SJU,2,14.175919503783634,0.0
B6,SJU,3,12.728494669861716,0.0
B6,SJU,4,27.8659680477258,0.0
B6,SJU,5,22.83087464919224,0.0
B6,SJU,6,31.757234179666604,0.0
B6,SJU,7,35.41971615988368,0.0
B6,SJU,8,22.694042365567398,0.006896551724137931
B6,SJU,9,6.853984633362372,0.0
B6,SJU,10,12.561084507951273,0.0
B6,SJU,11,5.758624153138025,0.0
B6,SJU,12,19.147225166548115,0.0
B6,SLC,1,32.04175192692395,0.0
B6,SLC,2,27.85282032507446,0.0
B6,SLC,3,99.74231145589468,0.0
B6,SLC,4,28.948745546720584,0.0
B6,SLC,5,7.70391022572118,0.0
B6,SLC,6,46.184367786177646,0.0
B6,SLC,7,82.7465304236198,0.029411764705882353
B6,SLC,8,12.527772927613269,0.0
B6,SLC,9,0.0,0.0
B6,SLC,10,1.1947130843013194,0.0
B6,SLC,11,41.60642379161512,0.0
B6,SLC,12,45.722816794865544,0.0
B6,SMF,1,24.191408397158398,0.0
B6,SMF,2,0.0,0.0
B6,SMF,3,16.16537332112332,0.0
B6,SMF,4,25.639707554055445,0.0
B6,SMF,5,24.353547225650164,0.0
B6,SMF,6,4.73323051948052,0.0
B6,SMF,7,10.820110112110113,0.0
B6,SMF,8,11.898951298701297,0.0
B6,SMF,9,4.389830298786182,0.0
B6,SMF,10,0.8004047619047622,0.0
B6,SMF,11,1.4462544400044406,0.0
B6,SMF,12,7.86866447911446,0.0
B6,SRQ,1,0.0,0.0
B6,SRQ,2,94.41112146187147,0.0
B6,SRQ,3,22.903469035390806,0.0
B6,SRQ,4,41.50349494949496,0.0
B6,SRQ,5,17.31331795247237,0.0
B6,SRQ,6,95.45870906870904,0.0
B6,SRQ,7,20.270793575920937,0.0
B6,SRQ,8,14.339548866643568,0.0
B6,SRQ,9,0.0,0.0
B6,SRQ,10,30.06582534132533,0.0
B6,SRQ,11,166.25508130758126,0.0
B6,SRQ,12,13.183277777777775,0.0
B6,STT,1,53.24441125541123,0.0
B6,STT,2,0.797819846819847,0.0
B6,STT,3,17.609217991159174,0.0
B6,STT,4,0.0,0.0
B6,STT,5,0.0,0.0
B6,STT,6,26.681785714285706,0.0
B6,STT,7,51.66344966144967,0.0
B6,STT,8,66.92448115773115,0.0
B6,STT,9,7.661021008403359,0.0
B6,STT,10,14.295700743700738,0.0
B6,STT,11,12.999253968253973,0.0
B6,STT,12,13.703112035023796,0.0
B6,SWF,1,11.36149767711963,0.0
B6,SWF,2,80.54169047619045,0.0
B6,SWF,3,65.54825793650792,0.0
B6,SWF,4,45.36715031144379,0.0
B6,SWF,5,3.825705813741329,0.0
B6,SWF,6,40.154924993307354,0.0
B6,SWF,7,35.60113866409548,0.0
B6,SWF,9,21.16173941992539,0.0
B6,SWF,10,1.9145134490065692,0.0
B6,SWF,11,13.439721679249395,0.0
B6,SWF,12,4.235229115487279,0.0
B6,SYR,1,2.2200924888657365,0.0
B6,SYR,2,15.83649184149184,0.0
B6,SYR,3,11.976125792937713,0.0
B6,SYR,4,10.227803495609997,0.0
B6,SYR,5,23.602211216887696,0.0
B6,SYR,6,0.0,0.0
B6,SYR,7,0.0,0.0
B6,SYR,8,0.0,0.0
B6,SYR,9,0.0,0.0
B6,SYR,10,0.4993092127171073,0.0
B6,SYR,11,0.0,0.0
B6,SYR,12,9.471052669552666,0.0
B6,TPA,1,17.40287646199498,0.0
B6,TPA,2,12.211223538447378,0.0
B6,TPA,3,19.92425835228673,0.0
B6,TPA,4,30.64490448045009,0.0
B6,TPA,5,18.295205435893998,0.0
B6,TPA,6,20.158611167743526,0.0
B6,TPA,7,39.34429538465986,0.0
B6,TPA,8,26.711184490298145,0.0
B6,TPA,9,3.6876754017992783,0.0
B6,TPA,10,36.03022237302414,0.0
B6,TPA,11,16.12986406349,0.0
B6,TPA,12,18.03335828627934,0.0
DL,ABE,1,0.0,0.0
DL,ABE,2,0.0,0.0
DL,ABE,3,0.0,0.0
DL,ABE,4,0.9923360805860804,0.0
DL,ABE,6,0.0,0.0
DL,ABE,7,0.0,0.0
DL,ABE,10,3.395846523259465,0.0
DL,ABQ,1,3.5381813831593236,0.0
DL,ABQ,2,0.0,0.0
DL,ABQ,3,0.0,0.0
DL,ABQ,4,0.0,0.0
DL,ABQ,5,0.0,0.0
DL,ABQ,6,2.716383479222876,0.0
DL,ABQ,7,0.9037325153605809,0.0
DL,ABQ,8,50.20720052947567,0.0
DL,ABQ,9,0.0,0.0
DL,ABQ,10,3.166376456876457,0.0
DL,ABQ,11,0.0,0.0
DL,ABQ,12,0.2999277666777666,0.0
DL,AGS,1,0.0,0.0
DL,AGS,2,0.0,0.0
DL,AGS,3,0.0,0.0
DL,AGS,4,0.0,0.0
DL,AGS,5,0.0,0.0
DL,AGS,6,0.0,0.0
DL,AGS,7,15.827914355850366,0.0
DL,AGS,8,16.82518988418988,0.0
DL,AGS,9,0.0,0.0
DL,AGS,10,1.1761436532820784,0.0
DL,AGS,11,0.0,0.0
DL,AGS,12,0.0,0.0
DL,ALB,1,0.0,0.0
DL,ALB,2,0.0,0.0
DL,ALB,3,31.947543650793644,0.0
DL,ALB,4,4.385179852515012,0.0
DL,ALB,5,1.4248090720339168,0.0
DL,ALB,6,11.078811280137131,0.0
DL,ALB,7,12.714821365908811,0.0
DL,ALB,8,0.0,0.0
DL,ALB,9,0.0,0.0
DL,ALB,10,5.119884018759016,0.0
DL,ALB,11,0.0,0.0
DL,ALB,12,6.103524140247439,0.0
DL,ANC,1,9.315914142720025,0.0
DL,ANC,2,0.0,0.0
DL,ANC,3,0.0,0.0
DL,ANC,4,0.0,0.0
DL,ANC,5,9.60624818947544,0.0
DL,ANC,6,6.180261000256345,0.0
DL,ANC,7,4.55361795629831,0.0
DL,ANC,8,0.0,0.0
DL,ANC,9,2.0095213679460215,0.0
DL,ANC,10,5.2603416120833675,0.0
DL,ANC,11,11.840667094227765,0.0
DL,ANC,12,0.0,0.0
DL,ATL,1,7.08102956526538,0.0
DL,ATL,2,7.152692835971868,0.0
DL,ATL,3,8.300291032357523,0.0
DL,ATL,4,8.144389458507973,0.0
DL,ATL,5,7.949465804871844,0.0
DL,ATL,6,14.23307929063595,0.00035536602700781805
DL,ATL,7,15.216380832360695,0.0
DL,ATL,8,9.05651419556203,0.0003184713375796178
DL,ATL,9,3.1726671095027603,0.0
DL,ATL,10,3.828424021533548,0.0
DL,ATL,11,2.905763521716629,0.0
DL,ATL,12,6.361989754346559,0.0
DL,ATW,1,7.955061681982735,0.0
DL,ATW,3,1.3296317460317462,0.0
DL,ATW,4,0.0,0.0
DL,ATW,5,0.0,0.0
DL,ATW,6,0.0,0.0
DL,ATW,7,6.190034007659009,0.0
DL,ATW,8,0.0,0.0
DL,ATW,9,0.0,0.0
DL,ATW,10,0.0,0.0
DL,ATW,11,0.0,0.0
DL,AUS,1,4.110313526202233,0.0
DL,AUS,2,6.893395823650154,0.0
DL,AUS,3,0.32768749189680596,0.0
DL,AUS,4,8.804650320597519,0.0
DL,AUS,5,6.247380334813655,0.0
DL,AUS,6,12.12288213104406,0.0
DL,AUS,7,8.584422538876863,0.0
DL,AUS,8,14.478514830532166,0.0
DL,AUS,9,0.0,0.0
DL,AUS,10,12.222125351773151,0.0
DL,AUS,11,0.732482541259789,0.0
DL,AUS,12,21.954396366306984,0.0
DL,AVL,1,0.0,0.0
DL,AVL,2,3.2330720145867184,0.0
DL,AVL,3,7.256051066580481,0.0
DL,AVL,4,0.0,0.0
DL,AVL,5,1.086189477189477,0.0
DL,AVL,6,9.718329018107845,0.0
DL,AVL,7,11.236631974879264,0.0
DL,AVL,8,14.973816813088877,0.0
DL,AVL,9,0.0,0.0
DL,AVL,10,2.841271605845137,0.0
DL,AVL,11,0.0,0.0
DL,AVL,12,0.0,0.0
DL,AVP,1,0.0,0.0
DL,AVP,2,0.0,0.0
DL,AVP,3,0.0,0.0
DL,AVP,5,0.0,0.0
DL,AVP,7,0.0,0.0
DL,AVP,8,0.0,0.0
DL,AVP,9,9.56616439144213,0.0
DL,AVP,10,52.92932891684436,0.0
DL,AVP,11,42.74718695819004,0.0
DL,AVP,12,0.0,0.0
DL,BDL,1,0.0,0.0
DL,BDL,2,1.3515009106011873,0.0
DL,BDL,3,1.862724845992385,0.0
DL,BDL,4,4.389959062873284,0.0
DL,BDL,5,8.689865395666237,0.0
DL,BDL,6,0.30368657464949544,0.0
DL,BDL,7,2.878233937005451,0.0
DL,BDL,8,6.771357202533076,0.0
DL,BDL,9,0.0,0.0
DL,BDL,10,0.8239999102693726,0.0
DL,BDL,11,7.617810911181825,0.0
DL,BDL,12,0.5892728971030868,0.0
DL,BHM,1,0.0,0.0
DL,BHM,2,7.637456892767298,0.0
DL,BHM,3,5.44862242224763,0.0
DL,BHM,4,14.053777992147804,0.0
DL,BHM,5,5.61529688019699,0.0
DL,BHM,6,14.279172297320496,0.0
DL,BHM,7,0.417035564919854,0.0
DL,BHM,8,6.5734598987746296,0.0
DL,BHM,9,9.274224884382884,0.0
DL,BHM,10,9.21919327546715,0.0
DL,BHM,11,0.0,0.0
DL,BHM,12,8.84158691139442,0.0
DL,BIL,1,0.0,0.0
DL,BIL,2,0.0,0.0
DL,BIL,3,0.0,0.0
DL,BIL,4,0.0,0.0
DL,BIL,5,0.0,0.0
DL,BIL,6,0.0,0.0
DL,BIL,7,1.0053758635155694,0.0
DL,BIL,8,1.697761768562823,0.0
DL,BIL,9,3.9472076338693975,0.0
DL,BIL,10,0.0,0.0
DL,BIL,11,0.0,0.0
DL,BIL,12,0.0,0.0
DL,BIS,1,39.024944444444436,0.0
DL,BIS,2,0.0,0.0
DL,BIS,3,26.24961111111111,0.0
DL,BIS,4,7.1623036748198015,0.0
DL,BIS,5,25.263454761904764,0.0
DL,BIS,7,2.960126952757388,0.0
DL,BIS,8,0.0,0.0
DL,BIS,10,0.0,0.0
DL,BIS,11,0.0,0.0
DL,BIS,12,1.7654483428167504,0.0
DL,BNA,1,0.8228183731251084,0.0
DL,BNA,2,8.088226867608382,0.0
DL,BNA,3,0.0,0.0
DL,BNA,4,12.309934938511395,0.0
DL,BNA,5,0.0,0.0
DL,BNA,6,1.0350214402748317,0.0
DL,BNA,7,8.816254356055365,0.0
DL,BNA,8,0.6966985803385393,0.0
DL,BNA,9,0.4862193704924026,0.0
DL,BNA,10,0.0,0.0
DL,BNA,11,0.0,0.0
DL,BNA,12,0.0,0.0
DL,BOI,1,6.793248027337378,0.0
DL,BOI,2,29.68406115526388,0.0
DL,BOI,3,0.0,0.0
DL,BOI,4,1.882459060650019,0.0
DL,BOI,5,25.139038100924434,0.0
DL,BOI,6,26.484355731583904,0.0
DL,BOI,7,7.61440057314823,0.0
DL,BOI,8,0.48026518091917014,0.0
DL,BOI,9,0.0,0.0
DL,BOI,10,0.0,0.0
DL,BOI,11,0.0,0.0
DL,BOI,12,2.2638048063048055,0.0
DL,BOS,1,18.286450004491485,0.0
DL,BOS,2,4.693240277341581,0.0
DL,BOS,3,9.431093063761386,0.0
DL,BOS,4,9.331862197772484,0.0
DL,BOS,5,8.303291432036232,0.0
DL,BOS,6,19.223725872344474,0.0
DL,BOS,7,16.79195560426261,0.0033222591362126247
DL,BOS,8,16.5191298280948,0.004032258064516129
DL,BOS,9,4.9951824860901075,0.0
DL,BOS,10,12.74433897437849,0.0
DL,BOS,11,8.697334619191144,0.0
DL,BOS,12,15.574675486126212,0.0
DL,BTR,1,0.0,0.0
DL,BTR,2,3.418753607503608,0.0
DL,BTR,3,0.0,0.0
DL,BTR,4,0.0,0.0
DL,BTR,5,1.9807456475637253,0.0
DL,BTR,6,1.2417820102584038,0.0
DL,BTR,7,0.0,0.0
DL,BTR,8,16.500198912198908,0.0
DL,BTR,9,0.0,0.0
DL,BTR,10,0.0,0.0
DL,BTR,11,7.956360805860807,0.0
DL,BTR,12,0.0,0.0
DL,BTV,1,1.2564906399559301,0.0
DL,BTV,2,3.8342380952380943,0.0
DL,BTV,4,0.0,0.0
DL,BTV,5,0.0,0.0
DL,BTV,6,3.4502797798961473,0.0
DL,BTV,7,13.393539682539684,0.0
DL,BTV,8,5.323998021926798,0.0
DL,BTV,9,8.630879064392715,0.0
DL,BTV,10,6.34412085137085,0.0
DL,BTV,11,4.938861111111112,0.0
DL,BTV,12,7.712920165384162,0.0
DL,BUF,1,15.971032331126274,0.0
DL,BUF,2,18.021152066935052,0.0
DL,BUF,3,0.0,0.0
DL,BUF,4,0.0813243581940412,0.0
DL,BUF,5,18.479691960586667,0.0
DL,BUF,6,16.53960687427992,0.0
DL,BUF,7,8.176288826918942,0.0
DL,BUF,8,32.57473440447377,0.0
DL,BUF,9,0.0,0.0
DL,BUF,10,5.010758879484143,0.0
DL,BUF,11,0.0,0.0
DL,BUF,12,5.43735104158827,0.0
DL,BUR,1,0.0,0.0
DL,BUR,2,17.682991626123385,0.0
DL,BUR,3,12.68323055742949,0.0
DL,BUR,4,19.259734951876084,0.0
DL,BUR,5,0.0,0.0
DL,BUR,7,10.053964092690947,0.0
DL,BUR,9,0.1959145591505626,0.0
DL,BUR,10,6.560877941981389,0.0
DL,BUR,12,0.456668449197861,0.0
DL,BWI,1,13.444798337672832,0.0
DL,BWI,2,20.50791741083494,0.0
DL,BWI,3,3.7917987205142607,0.0
DL,BWI,4,6.149534904774419,0.0
DL,BWI,5,3.8146515241804653,0.0
DL,BWI,6,4.227751031739991,0.0
DL,BWI,7,12.466011732665027,0.0
DL,BWI,8,3.5532087160540793,0.0
DL,BWI,9,10.949569936023495,0.0
DL,BWI,10,0.0,0.0
DL,BWI,11,0.0,0.0
DL,BWI,12,1.163130250965913,0.0
DL,BZN,1,7.695474312667035,0.0
DL,BZN,2,0.0,0.0
DL,BZN,3,0.0,0.0
DL,BZN,4,11.419392040326821,0.0
DL,BZN,5,0.0,0.0
DL,BZN,6,17.018105243328375,0.0
DL,BZN,7,24.62813728837933,0.0
DL,BZN,8,0.0,0.0
DL,BZN,9,0.0,0.0
DL,BZN,10,0.0,0.0
DL,BZN,11,22.811587844419915,0.0
DL,BZN,12,26.805091377190077,0.0
DL,CAE,1,0.0,0.0
DL,CAE,2,0.0,0.0
DL,CAE,3,0.0,0.0
DL,CAE,4,0.0,0.0
DL,CAE,5,0.0,0.0
DL,CAE,6,0.0,0.0
DL,CAE,7,0.10886814082342085,0.0
DL,CAE,8,0.0,0.0
DL,CAE,9,4.957098122853238,0.0
DL,CAE,10,0.0,0.0
DL,CAE,11,0.0,0.0
DL,CAE,12,0.0,0.0
DL,CAK,1,0.0,0.0
DL,CAK,2,0.0,0.0
