AIRLINE_CODE,ORIGIN_CODE,EXPECTED_DELAY
WN,CAE,
WN,SGF,
WN,PGD,
WN,VLD,
WN,CPR,
WN,LIH,1.6838709677419355
WN,JAN,-9.148936170212766
WN,OAJ,
WN,ABE,
WN,EGE,
WN,CRP,-6.625
WN,FNT,
WN,WRG,
WN,FCA,
WN,CHO,
WN,MRY,
WN,SCE,
WN,AEX,
WN,MCW,
WN,RST,
WN,SIT,
WN,BMI,
WN,ACV,
WN,GCC,
WN,LFT,
WN,ITO,-3.0297619047619047
WN,ABY,
WN,GRI,
WN,BPT,
WN,APN,
WN,TLH,
WN,FSM,
WN,ALO,
WN,FAY,
WN,GJT,
WN,IAG,
WN,FLG,
WN,LBE,
WN,CAK,
WN,BFL,
WN,VEL,
WN,STX,
WN,TYS,
WN,EYW,
WN,AVP,
WN,KTN,
WN,EVV,
WN,BRO,
WN,SWF,
WN,LIT,3.382183908045977
WN,GGG,
WN,MSO,
WN,PSC,
WN,SLN,
WN,SBP,
WN,BIH,
WN,MLU,
WN,HOB,
WN,DAY,
WN,DBQ,
WN,ROW,
WN,LEX,
WN,PIH,
WN,EWN,
WN,ESC,
WN,SUX,
WN,PAE,
WN,CNY,
WN,CDV,
WN,COU,
WN,LBF,
WN,MFE,
WN,PSE,
WN,LAR,
WN,FAI,
WN,SCC,
WN,MTJ,-7.206896551724138
WN,SJT,
WN,AGS,
WN,MDT,
WN,ELM,
WN,HDN,9.428571428571429
WN,CWA,
WN,MOT,
WN,IDA,
WN,FAR,
WN,GFK,
WN,JAC,
WN,LAW,
WN,SUN,
WN,IMT,
WN,LCH,
WN,CLL,
WN,PHF,
WN,TRI,
WN,BET,
WN,PBG,
WN,BQN,
WN,BRD,
WN,DAB,
WN,DRO,
WN,STS,
WN,ROA,
WN,DDC,
WN,INL,
WN,ORH,
WN,TXK,
WN,BFF,
WN,DHN,
WN,SCK,
WN,LRD,
WN,BTM,
WN,IPT,
WN,PIB,
WN,HYA,
WN,PVU,
WN,LBL,
WN,AZO,
WN,ACK,
WN,YUM,
WN,DRT,
WN,COD,
WN,LNK,
WN,SHD,
WN,CIU,
WN,HLN,
WN,LWB,
WN,MEI,
WN,SAF,
WN,CYS,
WN,ABR,
WN,LCK,
WN,RKS,
WN,GCK,
WN,LWS,
WN,EAR,
WN,GTR,
WN,CSG,
WN,RFD,
WN,BLV,
WN,TYR,
WN,CMX,
WN,PAH,
WN,JST,
WN,TOL,
WN,PSG,
WN,MHK,
WN,YKM,
WN,EAT,
WN,SPI,
WN,BQK,
WN,TWF,
WN,PUB,
WN,DEC,
WN,ACT,
WN,HHH,
WN,PLN,
WN,HIB,
WN,GUC,
WN,ITH,
WN,OME,
WN,MBS,
WN,BFM,
WN,ADQ,
WN,LYH,
WN,RHI,
WN,ALW,
WN,DLG,
WN,ALS,
WN,MMH,
WN,XWA,
WN,SPN,
WN,MVY,
WN,ERI,
WN,PGV,
WN,HGR,
WN,ATY,
WN,SMX,
WN,HVN,
WN,CGI,
WN,BKG,
WN,DIK,
WN,AKN,
WN,RIW,
WN,FLO,
WN,GUM,
WN,EAU,
WN,TBN,
WN,HTS,
WN,PSM,
WN,EKO,
WN,PUW,
WN,FOD,
WN,CDB,
WN,WYS,
WN,OTH,
WN,VCT,
WN,PPG,
WN,OGS,
WN,ISN,
WN,ART,
WN,ILG,
WN,OWB,
WN,OGD,
WN,STC,
WN,GST,
WN,UIN,
WN,ADK,
AA,FLL,4.582217973231358
AA,MSP,-1.2969613259668509
AA,DEN,6.943197755960729
AA,MCO,6.647473560517039
AA,DAL,
AA,DCA,1.6683417085427135
AA,HSV,-2.4
AA,IAH,17.07638888888889
AA,SEA,5.887878787878788
AA,ATL,7.526315789473684
AA,RDU,6.726016884113584
AA,MDW,
AA,BDL,-0.56353591160221
AA,BWI,-0.7408585055643879
AA,STT,5.352750809061488
AA,SRQ,5.444444444444445
AA,JFK,-0.6788029925187032
AA,GRR,26.363636363636363
AA,DFW,10.790022573363432
AA,CLT,5.640748413828823
AA,ORD,9.060352592973878
AA,LAS,4.311991869918699
AA,TUL,6.252077562326869
AA,USA,
AA,SLC,6.282287822878229
AA,BNA,2.196886446886447
AA,AUS,8.067946058091286
AA,IND,7.162251655629139
AA,MHT,-0.2222222222222222
AA,SFO,1.975842339478703
AA,PRC,
AA,BOS,1.596790713554114
AA,LAX,3.4423236514522824
AA,SMF,3.9871323529411766
AA,DTW,-2.6307448494453247
AA,SAT,6.991126885536824
AA,MSY,5.638136511375948
AA,CMH,17.253521126760564
AA,STL,6.6507128309572305
AA,SJU,3.287581699346405
AA,PHX,2.42111444603941
AA,TPA,4.85112205801861
AA,LGA,2.901889534883721
AA,PHL,2.4869661674986134
AA,GRK,
AA,ILM,1.6646341463414633
AA,JLN,
AA,MKE,7.181102362204724
AA,BIL,
AA,BLI,
AA,CHS,9.410112359550562
AA,RIC,2.21
AA,GSO,7.961165048543689
AA,MCI,0.4874074074074074
AA,EWR,6.018819503849444
AA,ELP,14.51685393258427
AA,SDF,25.208
AA,HPN,
AA,SAN,7.005872483221476
AA,BHM,29.175
AA,SJC,-0.0026041666666666665
AA,ASE,
AA,HNL,-4.452685421994885
AA,MAF,6.857142857142857
AA,BUF,19.860696517412936
AA,TUS,7.003898635477583
AA,SYR,2.4836601307189543
AA,MSN,40.99173553719008
AA,FAT,11.941441441441441
AA,FWA,
AA,LAN,
AA,ABI,
AA,ICT,18.73170731707317
AA,CMI,
AA,OAK,24.44736842105263
AA,IAD,1.4074074074074074
AA,EUG,10.947368421052632
AA,MIA,10.563766388557807
AA,CHA,
AA,BTV,-5.8
AA,RSW,6.878537735849057
AA,PDX,7.56359649122807
AA,SNA,1.6887700534759358
AA,PIT,2.743279569892473
AA,OGG,-7.152027027027027
AA,HRL,
AA,BIS,
AA,SHR,
AA,BOI,17.191358024691358
AA,RNO,2.0741839762611276
AA,GSP,10.290598290598291
AA,MLB,-9.25
AA,GRB,44.0
AA,CRW,
AA,LGB,
AA,OKC,8.412307692307692
AA,PVD,6.7923728813559325
AA,YAK,
AA,CID,7.5
AA,FSD,28.705882352941178
AA,HYS,
AA,VPS,9.568807339449542
AA,ROC,9.08108108108108
AA,SAV,9.512953367875648
AA,CLE,2.8170212765957445
AA,RDD,
AA,ANC,9.11111111111111
AA,DVL,
AA,SWO,
AA,BUR,6.427631578947368
AA,PIR,
AA,HOU,
AA,PBI,5.031292517006802
AA,MLI,
AA,AZA,
AA,MKG,
AA,PNS,21.06
AA,MYR,2.8141025641025643
AA,GTF,
AA,LSE,
AA,RDM,
AA,ORF,9.022535211267606
AA,KOA,-8.590909090909092
AA,MQT,
AA,COS,16.38421052631579
AA,CVG,2.755364806866953
AA,MOB,
AA,AVL,13.465116279069768
AA,BTR,
AA,JNU,
AA,CDC,
AA,SPS,
AA,ECP,19.11111111111111
AA,JAX,4.479942693409742
AA,SBN,
AA,RAP,-11.222222222222221
AA,AMA,19.933333333333334
AA,JMS,
AA,SFB,
AA,ABQ,9.487671232876712
AA,ALB,3.4608695652173913
AA,BGM,
AA,MGM,
AA,MEM,13.741818181818182
AA,ONT,7.491646778042959
AA,TVC,13.6
AA,GEG,6.687861271676301
AA,OMA,5.850340136054422
AA,ISP,
AA,DLH,
AA,PIE,
AA,PSP,-1.0104166666666667
AA,ACY,
AA,BJI,
AA,LBB,10.36734693877551
AA,SHV,
AA,TTN,
AA,PIA,
AA,GNV,
AA,PWM,8.450777202072539
AA,BZN,2.2818181818181817
AA,BRW,
AA,MFR,
AA,GPT,
AA,ATW,
AA,DSM,0.8049792531120332
AA,CKB,
AA,SGU,
AA,SBA,2.766990291262136
AA,OTZ,
AA,BGR,2.0
AA,XNA,38.66233766233766
AA,CAE,4.421875
AA,SGF,
AA,PGD,
AA,VLD,
AA,CPR,
AA,LIH,7.696428571428571
AA,JAN,
AA,OAJ,
AA,ABE,
AA,EGE,17.932926829268293
AA,CRP,
AA,FNT,
AA,WRG,
AA,FCA,86.22857142857143
AA,CHO,
AA,MRY,30.57894736842105
AA,SCE,
AA,AEX,
AA,MCW,
AA,RST,
AA,SIT,
AA,BMI,
AA,ACV,
AA,GCC,
AA,LFT,
AA,ITO,
AA,ABY,
AA,GRI,
AA,BPT,
AA,APN,
AA,TLH,
AA,FSM,
AA,ALO,
AA,FAY,
AA,GJT,
AA,IAG,
AA,FLG,
AA,LBE,
AA,CAK,
AA,BFL,-6.833333333333333
AA,VEL,
AA,STX,-8.073170731707316
AA,TYS,17.20754716981132
AA,EYW,15.777777777777779
AA,AVP,-7.916666666666667
AA,KTN,
AA,EVV,
AA,BRO,
AA,SWF,
AA,LIT,19.038961038961038
AA,GGG,
AA,MSO,14.038461538461538
AA,PSC,
AA,SLN,
AA,SBP,94.54545454545455
AA,BIH,
AA,MLU,
AA,HOB,
AA,DAY,
AA,DBQ,
AA,ROW,
AA,LEX,-0.9444444444444444
AA,PIH,
AA,EWN,
AA,ESC,
AA,SUX,
AA,PAE,
AA,CNY,
AA,CDV,
AA,COU,
AA,LBF,
AA,MFE,18.492957746478872
AA,PSE,
AA,LAR,
AA,FAI,-1.0
AA,SCC,
AA,MTJ,28.402985074626866
AA,SJT,
AA,AGS,-2.0
AA,MDT,-7.623376623376624
AA,ELM,
AA,HDN,41.7
AA,CWA,
AA,MOT,
AA,IDA,
AA,FAR,-14.75
AA,GFK,
AA,JAC,41.61437908496732
AA,LAW,
AA,SUN,
AA,IMT,
AA,LCH,
AA,CLL,
AA,PHF,
AA,TRI,
AA,BET,
AA,PBG,
AA,BQN,
AA,BRD,
AA,DAB,68.65714285714286
AA,DRO,12.0
AA,STS,
AA,ROA,
AA,DDC,
AA,INL,
AA,ORH,
AA,TXK,
AA,BFF,
AA,DHN,
AA,SCK,
AA,LRD,
AA,BTM,
AA,IPT,
AA,PIB,
AA,HYA,
AA,PVU,
AA,LBL,
AA,AZO,
AA,ACK,
AA,YUM,
AA,DRT,
AA,COD,
AA,LNK,
AA,SHD,
AA,CIU,
AA,HLN,
AA,LWB,
AA,MEI,
AA,SAF,
AA,CYS,
AA,ABR,
AA,LCK,
AA,RKS,
AA,GCK,
AA,LWS,
AA,EAR,
AA,GTR,
AA,CSG,
AA,RFD,
AA,BLV,
AA,TYR,
AA,CMX,
AA,PAH,
AA,JST,
AA,TOL,
AA,PSG,
AA,MHK,
AA,YKM,
AA,EAT,
AA,SPI,
AA,BQK,
AA,TWF,
AA,PUB,
AA,DEC,
AA,ACT,
AA,HHH,
AA,PLN,
AA,HIB,
AA,GUC,15.6
AA,ITH,
AA,OME,
AA,MBS,
AA,BFM,
AA,ADQ,
AA,LYH,
AA,RHI,
AA,ALW,
AA,DLG,
AA,ALS,
AA,MMH,
AA,XWA,
AA,SPN,
AA,MVY,
AA,ERI,
AA,PGV,
AA,HGR,
AA,ATY,
AA,SMX,
AA,HVN,
AA,CGI,
AA,BKG,
AA,DIK,
AA,AKN,
AA,RIW,
AA,FLO,
AA,GUM,
AA,EAU,
AA,TBN,
AA,HTS,
AA,PSM,
AA,EKO,
AA,PUW,
AA,FOD,
AA,CDB,
AA,WYS,
AA,OTH,
AA,VCT,
AA,PPG,
AA,OGS,
AA,ISN,
AA,ART,
AA,ILG,
AA,OWB,
AA,OGD,
AA,STC,
AA,GST,
AA,UIN,
AA,ADK,
YX,FLL,-7.428571428571429
YX,MSP,5.84841628959276
YX,DEN,7.5777777777777775
YX,MCO,-1.8421052631578947
YX,DAL,
YX,DCA,0.5745472587447283
YX,HSV,-0.21621621621621623
YX,IAH,2.4087947882736156
YX,SEA,
YX,ATL,1.9477682811016144
YX,RDU,3.1096153846153847
YX,MDW,-2.5384615384615383
YX,BDL,-3.497757847533632
YX,BWI,5.3861386138613865
YX,STT,
YX,SRQ,2.3354430379746836
YX,JFK,2.2044164037854888
YX,GRR,-2.891304347826087
YX,DFW,7.379032258064516
YX,CLT,-1.2366325369738338
YX,ORD,1.1589147286821706
YX,LAS,
YX,TUL,-6.666666666666667
YX,USA,
YX,SLC,-0.8157894736842105
YX,BNA,0.6033857315598549
YX,AUS,-1.5076923076923077
YX,IND,-2.182934315531001
YX,MHT,-0.08849557522123894
YX,SFO,
YX,PRC,
YX,BOS,0.803030303030303
YX,LAX,
YX,SMF,14.0
YX,DTW,0.99122106943336
YX,SAT,-3.761904761904762
YX,MSY,-1.7492957746478872
YX,CMH,-3.2468768590124926
YX,STL,-4.251833740831296
YX,SJU,
YX,PHX,
YX,TPA,10.114285714285714
YX,LGA,-1.4048780487804877
YX,PHL,-4.130004710315591
YX,GRK,-7.666666666666667
YX,ILM,3.5821917808219177
YX,JLN,
YX,MKE,8.639097744360901
YX,BIL,90.0
YX,BLI,
YX,CHS,-1.36281179138322
YX,RIC,-3.115702479338843
YX,GSO,9.052083333333334
YX,MCI,0.01926444833625219
YX,EWR,3.9
YX,ELP,4.482758620689655
YX,SDF,0.3175182481751825
YX,HPN,-6.666666666666667
YX,SAN,
YX,BHM,7.415094339622642
YX,SJC,
YX,ASE,
YX,HNL,
YX,MAF,-6.069767441860465
YX,BUF,-0.5188679245283019
YX,TUS,8.722222222222221
YX,SYR,0.06735751295336788
YX,MSN,-5.410526315789474
YX,FAT,
YX,FWA,
YX,LAN,55.666666666666664
YX,ABI,
YX,ICT,-0.8378378378378378
YX,CMI,
YX,OAK,
YX,IAD,2.3296019900497513
YX,EUG,
YX,MIA,-2.024608501118568
YX,CHA,-1.75
YX,BTV,1.1435643564356435
YX,RSW,2.109090909090909
YX,PDX,
YX,SNA,
YX,PIT,-1.9664383561643837
YX,OGG,
YX,HRL,-7.5
YX,BIS,
YX,SHR,
YX,BOI,
YX,RNO,
YX,GSP,-3.5384615384615383
YX,MLB,-20.0
YX,GRB,-0.5882352941176471
YX,CRW,
YX,LGB,
YX,OKC,0.6589147286821705
YX,PVD,-1.9479166666666667
YX,YAK,
YX,CID,-4.1875
YX,FSD,73.33333333333333
YX,HYS,
YX,VPS,17.24137931034483
YX,ROC,6.081632653061225
YX,SAV,6.348936170212766
YX,CLE,-2.1697792869269947
YX,RDD,
YX,ANC,
YX,DVL,
YX,SWO,
YX,BUR,
YX,PIR,
YX,HOU,-10.0
YX,PBI,17.208791208791208
YX,MLI,-0.7272727272727273
YX,AZA,
YX,MKG,
YX,PNS,1.475
YX,MYR,1.650943396226415
YX,GTF,
YX,LSE,
YX,RDM,
YX,ORF,6.740359897172237
YX,KOA,
YX,MQT,
YX,COS,3.0
YX,CVG,7.441463414634146
YX,MOB,
YX,AVL,1.5679012345679013
YX,BTR,-3.0
YX,JNU,
YX,CDC,
YX,SPS,
YX,ECP,30.6
YX,JAX,0.37608318890814557
YX,SBN,-6.5
YX,RAP,-5.827586206896552
YX,AMA,
YX,JMS,
YX,SFB,
YX,ABQ,-7.857142857142857
YX,ALB,-1.2135922330097086
YX,BGM,
YX,MGM,
YX,MEM,0.15406162464985995
YX,ONT,
YX,TVC,10.457627118644067
YX,GEG,-5.0
YX,OMA,1.3573667711598747
YX,ISP,
YX,DLH,5.0625
YX,PIE,
YX,PSP,
YX,ACY,
YX,BJI,
YX,LBB,
YX,SHV,
YX,TTN,
YX,PIA,-5.333333333333333
YX,GNV,
YX,PWM,-0.8347578347578347
YX,BZN,-6.625
YX,BRW,
YX,MFR,
YX,GPT,
YX,ATW,-18.5625
YX,DSM,-0.07586206896551724
YX,CKB,
YX,SGU,
YX,SBA,
YX,OTZ,
YX,BGR,6.16
YX,XNA,1.0588235294117647
YX,CAE,-2.78125
YX,SGF,
YX,PGD,
YX,VLD,
YX,CPR,
YX,LIH,
YX,JAN,7.0
YX,OAJ,
YX,ABE,
YX,EGE,
YX,CRP,-6.909090909090909
YX,FNT,
YX,WRG,
YX,FCA,-12.5
YX,CHO,17.456521739130434
YX,MRY,
YX,SCE,22.0
YX,AEX,
YX,MCW,
YX,RST,-6.333333333333333
YX,SIT,
YX,BMI,
YX,ACV,
YX,GCC,
YX,LFT,4.894736842105263
YX,ITO,
YX,ABY,
YX,GRI,
YX,BPT,
YX,APN,
YX,TLH,-1.5862068965517242
YX,FSM,
YX,ALO,
YX,FAY,
YX,GJT,13.4
YX,IAG,
YX,FLG,
YX,LBE,
YX,CAK,-19.0
YX,BFL,
YX,VEL,
YX,STX,
YX,TYS,-1.5535714285714286
YX,EYW,8.882105263157895
YX,AVP,-14.125
YX,KTN,
YX,EVV,
YX,BRO,9.4
YX,SWF,
YX,LIT,7.56
YX,GGG,
YX,MSO,
YX,PSC,
YX,SLN,
YX,SBP,
YX,BIH,
YX,MLU,
YX,HOB,
YX,DAY,-0.2727272727272727
YX,DBQ,
YX,ROW,
YX,LEX,-1.8359375
YX,PIH,
YX,EWN,
YX,ESC,
YX,SUX,
YX,PAE,
YX,CNY,
YX,CDV,
YX,COU,
YX,LBF,
YX,MFE,
YX,PSE,
YX,LAR,
YX,FAI,
YX,SCC,
YX,MTJ,-15.666666666666666
YX,SJT,
YX,AGS,-12.0
YX,MDT,6.2368421052631575
YX,ELM,
YX,HDN,7.0
YX,CWA,
YX,MOT,
YX,IDA,
YX,FAR,23.0
YX,GFK,
YX,JAC,
YX,LAW,
YX,SUN,
YX,IMT,
YX,LCH,
YX,CLL,
YX,PHF,
YX,TRI,
YX,BET,
YX,PBG,
YX,BQN,
YX,BRD,
YX,DAB,12.25
YX,DRO,27.55
YX,STS,
YX,ROA,18.36111111111111
YX,DDC,
YX,INL,
YX,ORH,-7.269230769230769
YX,TXK,
YX,BFF,
YX,DHN,
YX,SCK,
YX,LRD,
YX,BTM,
YX,IPT,
YX,PIB,
YX,HYA,
YX,PVU,
YX,LBL,
YX,AZO,
YX,ACK,-2.9347826086956523
YX,YUM,
YX,DRT,
YX,COD,
YX,LNK,-13.333333333333334
YX,SHD,
YX,CIU,
YX,HLN,
YX,LWB,
YX,MEI,
YX,SAF,
YX,CYS,
YX,ABR,
YX,LCK,
YX,RKS,
YX,GCK,
YX,LWS,
YX,EAR,
YX,GTR,
YX,CSG,
YX,RFD,
YX,BLV,
YX,TYR,
YX,CMX,
YX,PAH,
YX,JST,
YX,TOL,
YX,PSG,
YX,MHK,
YX,YKM,
YX,EAT,
YX,SPI,
YX,BQK,
YX,TWF,
YX,PUB,
YX,DEC,
YX,ACT,
YX,HHH,3.8953846153846152
YX,PLN,
YX,HIB,
YX,GUC,
YX,ITH,-8.5
YX,OME,
YX,MBS,
YX,BFM,
YX,ADQ,
YX,LYH,
YX,RHI,
YX,ALW,
YX,DLG,
YX,ALS,
YX,MMH,
YX,XWA,
YX,SPN,
YX,MVY,4.270833333333333
YX,ERI,
YX,PGV,
YX,HGR,
YX,ATY,
YX,SMX,
YX,HVN,-7.4375
YX,CGI,
YX,BKG,
YX,DIK,
YX,AKN,
YX,RIW,
YX,FLO,
YX,GUM,
YX,EAU,
YX,TBN,
YX,HTS,
YX,PSM,
YX,EKO,
YX,PUW,
YX,FOD,
YX,CDB,
YX,WYS,
YX,OTH,
YX,VCT,
YX,PPG,
YX,OGS,
YX,ISN,
YX,ART,
YX,ILG,
YX,OWB,
YX,OGD,
YX,STC,
YX,GST,
YX,UIN,
YX,ADK,
AS,FLL,7.545454545454546
AS,MSP,-3.0442477876106193
AS,DEN,6.618055555555555
AS,MCO,1.228956228956229
AS,DAL,-1.40625
AS,DCA,-0.02112676056338028
AS,HSV,
AS,IAH,5.737373737373737
AS,SEA,1.8998069498069499
AS,ATL,0.671875
AS,RDU,-1.7761194029850746
AS,MDW,
AS,BDL,
AS,BWI,4.584070796460177
AS,STT,
AS,SRQ,
AS,JFK,-4.726591760299626
AS,GRR,
AS,DFW,0.05204460966542751
AS,CLT,
AS,ORD,-0.03368421052631579
AS,LAS,4.953681710213777
AS,TUL,
AS,USA,
AS,SLC,1.7058823529411764
AS,BNA,10.9765625
AS,AUS,-1.0694006309148265
AS,IND,4.053571428571429
AS,MHT,
AS,SFO,2.5681030212976723
AS,PRC,
AS,BOS,0.5709677419354838
AS,LAX,1.4787946428571428
AS,SMF,-1.768627450980392
AS,DTW,-0.375
AS,SAT,-1.3623188405797102
AS,MSY,-3.834862385321101
AS,CMH,4.133333333333334
AS,STL,-6.744186046511628
AS,SJU,
AS,PHX,-0.5516129032258065
AS,TPA,-4.8359375
AS,LGA,
AS,PHL,-3.7247706422018347
AS,GRK,
AS,ILM,
AS,JLN,
AS,MKE,-1.0212765957446808
AS,BIL,
AS,BLI,3.6666666666666665
AS,CHS,-1.5897435897435896
AS,RIC,
AS,GSO,
AS,MCI,-3.1121495327102804
AS,EWR,3.5865168539325842
AS,ELP,-9.38888888888889
AS,SDF,
AS,HPN,
AS,SAN,1.1352657004830917
AS,BHM,
AS,SJC,-1.2105263157894737
AS,ASE,
AS,HNL,5.5426829268292686
AS,MAF,
AS,BUF,
AS,TUS,2.318840579710145
AS,SYR,
AS,MSN,
AS,FAT,0.8571428571428571
AS,FWA,
AS,LAN,
AS,ABI,
AS,ICT,
AS,CMI,
AS,OAK,-2.9005847953216373
AS,IAD,1.893939393939394
AS,EUG,7.0
AS,MIA,12.578947368421053
AS,CHA,
AS,BTV,
AS,RSW,9.555555555555555
AS,PDX,-0.13491726771319473
AS,SNA,-1.0665280665280665
AS,PIT,-8.243243243243244
AS,OGG,2.0308370044052864
AS,HRL,
AS,BIS,
AS,SHR,
AS,BOI,4.007692307692308
AS,RNO,-2.2586206896551726
AS,GSP,
AS,MLB,
AS,GRB,
AS,CRW,
AS,LGB,
AS,OKC,-5.888888888888889
AS,PVD,
AS,YAK,5.217821782178218
AS,CID,
AS,FSD,
AS,HYS,
AS,VPS,
AS,ROC,
AS,SAV,
AS,CLE,-4.578947368421052
AS,RDD,
AS,ANC,-2.2059925093632957
AS,DVL,
AS,SWO,
AS,BUR,2.331983805668016
AS,PIR,
AS,HOU,
AS,PBI,
AS,MLI,
AS,AZA,
AS,MKG,
AS,PNS,
AS,MYR,
AS,GTF,
AS,LSE,
AS,RDM,-6.636363636363637
AS,ORF,
AS,KOA,0.17905405405405406
AS,MQT,
AS,COS,
AS,CVG,-2.7666666666666666
AS,MOB,
AS,AVL,
AS,BTR,
AS,JNU,-2.885925925925926
AS,CDC,
AS,SPS,
AS,ECP,
AS,JAX,
AS,SBN,
AS,RAP,
AS,AMA,
AS,JMS,
AS,SFB,
AS,ABQ,1.7536231884057971
AS,ALB,
AS,BGM,
AS,MGM,
AS,MEM,
AS,ONT,-2.4827586206896552
AS,TVC,
AS,GEG,3.6028880866425994
AS,OMA,4.419354838709677
AS,ISP,
AS,DLH,
AS,PIE,
AS,PSP,-2.076595744680851
AS,ACY,
AS,BJI,
AS,LBB,
AS,SHV,
AS,TTN,
AS,PIA,
AS,GNV,
AS,PWM,
AS,BZN,5.2407407407407405
AS,BRW,-0.2638888888888889
AS,MFR,
AS,GPT,
AS,ATW,
AS,DSM,
AS,CKB,
AS,SGU,
AS,SBA,4.928571428571429
AS,OTZ,-6.042105263157895
AS,BGR,
AS,XNA,
AS,CAE,
AS,SGF,
AS,PGD,
AS,VLD,
AS,CPR,
AS,LIH,6.565
AS,JAN,
AS,OAJ,
AS,ABE,
AS,EGE,
AS,CRP,
AS,FNT,
AS,WRG,-0.7089552238805971
AS,FCA,
AS,CHO,
AS,MRY,
AS,SCE,
AS,AEX,
AS,MCW,
AS,RST,
AS,SIT,3.1508379888268156
AS,BMI,
AS,ACV,
AS,GCC,
AS,LFT,
AS,ITO,
AS,ABY,
AS,GRI,
AS,BPT,
AS,APN,
AS,TLH,
AS,FSM,
AS,ALO,
AS,FAY,
AS,GJT,
AS,IAG,
AS,FLG,
AS,LBE,
AS,CAK,
AS,BFL,
AS,VEL,
AS,STX,
AS,TYS,
AS,EYW,
AS,AVP,
AS,KTN,2.9261363636363638
AS,EVV,
AS,BRO,
AS,SWF,
AS,LIT,
AS,GGG,
AS,MSO,
AS,PSC,-2.4166666666666665
AS,SLN,
AS,SBP,
AS,BIH,
AS,MLU,
AS,HOB,
AS,DAY,
AS,DBQ,
AS,ROW,
AS,LEX,
AS,PIH,
AS,EWN,
AS,ESC,
AS,SUX,
AS,PAE,-1.3461538461538463
AS,CNY,
AS,CDV,-3.973684210526316
AS,COU,
AS,LBF,
AS,MFE,
AS,PSE,
AS,LAR,
AS,FAI,-3.4714285714285715
AS,SCC,-4.446808510638298
AS,MTJ,
AS,SJT,
AS,AGS,
AS,MDT,
AS,ELM,
AS,HDN,
AS,CWA,
AS,MOT,
AS,IDA,
AS,FAR,
AS,GFK,
AS,JAC,32.666666666666664
AS,LAW,
AS,SUN,
AS,IMT,
AS,LCH,
AS,CLL,
AS,PHF,
AS,TRI,
AS,BET,10.701923076923077
AS,PBG,
AS,BQN,
AS,BRD,
AS,DAB,
AS,DRO,
AS,STS,7.266666666666667
AS,ROA,
AS,DDC,
AS,INL,
AS,ORH,
AS,TXK,
AS,BFF,
AS,DHN,
AS,SCK,
AS,LRD,
AS,BTM,
AS,IPT,
AS,PIB,
AS,HYA,
AS,PVU,
AS,LBL,
AS,AZO,
AS,ACK,
AS,YUM,
AS,DRT,
AS,COD,
AS,LNK,
AS,SHD,
AS,CIU,
AS,HLN,
AS,LWB,
AS,MEI,
AS,SAF,
AS,CYS,
AS,ABR,
AS,LCK,
AS,RKS,
AS,GCK,
AS,LWS,
AS,EAR,
AS,GTR,
AS,CSG,
AS,RFD,
AS,BLV,
AS,TYR,
AS,CMX,
AS,PAH,
AS,JST,
AS,TOL,
AS,PSG,6.413223140495868
AS,MHK,
AS,YKM,
AS,EAT,
AS,SPI,
AS,BQK,
AS,TWF,
AS,PUB,
AS,DEC,
AS,ACT,
AS,HHH,
AS,PLN,
AS,HIB,
AS,GUC,
AS,ITH,
AS,OME,-4.208791208791209
AS,MBS,
AS,BFM,
AS,ADQ,0.672566371681416
AS,LYH,
AS,RHI,
AS,ALW,
AS,DLG,-3.0344827586206895
AS,ALS,
AS,MMH,
AS,XWA,
AS,SPN,
AS,MVY,
AS,ERI,
AS,PGV,
AS,HGR,
AS,ATY,
AS,SMX,
AS,HVN,
AS,CGI,
AS,BKG,
AS,DIK,
AS,AKN,6.116279069767442
AS,RIW,
AS,FLO,
AS,GUM,
AS,EAU,
AS,TBN,
AS,HTS,
AS,PSM,
AS,EKO,
AS,PUW,
AS,FOD,
AS,CDB,13.833333333333334
AS,WYS,
AS,OTH,
AS,VCT,
AS,PPG,
AS,OGS,
AS,ISN,
AS,ART,
AS,ILG,
AS,OWB,
AS,OGD,
AS,STC,
AS,GST,-6.333333333333333
AS,UIN,
AS,ADK,16.166666666666668
B6,FLL,15.52139037433155
B6,MSP,11.153846153846153
B6,DEN,31.579908675799086
B6,MCO,18.992313915857604
B6,DAL,
B6,DCA,9.977346278317151
B6,HSV,
B6,IAH,15.905882352941177
B6,SEA,11.052380952380952
B6,ATL,19.388235294117646
B6,RDU,14.569138276553106
B6,MDW,
B6,BDL,11.580582524271845
B6,BWI,1.6822429906542056
B6,STT,12.242424242424242
B6,SRQ,31.635514018691588
B6,JFK,10.030160857908847
B6,GRR,
B6,DFW,15.324786324786325
B6,CLT,7.492063492063492
B6,ORD,12.396475770925111
B6,LAS,22.984375
B6,TUL,
B6,USA,
B6,SLC,26.578125
B6,BNA,21.085603112840467
B6,AUS,5.8687258687258685
B6,IND,
B6,MHT,
B6,SFO,1.3841961852861036
B6,PRC,
B6,BOS,6.629810034096444
B6,LAX,4.419331911869225
B6,SMF,7.833333333333333
B6,DTW,19.34502923976608
B6,SAT,22.108695652173914
B6,MSY,16.879310344827587
B6,CMH,
B6,STL,
B6,SJU,17.53061224489796
B6,PHX,24.5625
B6,TPA,18.3355091383812
B6,LGA,13.628858024691358
B6,PHL,5.086956521739131
B6,GRK,
B6,ILM,
B6,JLN,
B6,MKE,4.083333333333333
B6,BIL,
